sa,f,I-NG-CMP,O
mga,f,I-NG-CMP,O
sandaling,o,I-NG-CMP,O
ito,p,I-NG-CMP,O
ay,f,I-NG-CMP,O
nakatitik,o,I-NG-CMP,B-PRD
na,c,I-NG-CMP,O
sa,f,I-NG-CMP,B-SA
kaibuturan,o,I-NG-CMP,I-SA
ng,f,I-NG-CMP,I-SA
aking,p,I-NG-CMP,I-SA
puso,o,I-NG-CMP,I-SA
ang,f,I-NG-CMP,B-ANG
iyong,p,I-NG-CMP,I-ANG
pangalan,o,I-NG-CMP,I-ANG
.,d,O,O
##,d,O,O


--,d,O,
Oo,c,O,
+COMMA,d,O,
nguni,c,O,
t,f,O,
pagdating,o,B-PRD,
sa,f,B-SA,
Maynila,n,I-SA,
+COMMA,d,O,
ay,f,O,
pawi,o,O,
na,c,O,
.,d,O
##,d,O


--,d,O
Leoning,n,O
+COMMA,d,O
namamali,o,B-PRD
ka,p,B-NG
;,d,O


ang,f,B-ANG
sabihin,o,I-ANG
mo,p,B-NG
y,f,B-PRD
hanggang,c,I-PRD
libingan,o,I-PRD
.,d,O
##,d,O


--,d,O
Hanggang,c,B-PRD
libingan,o,I-PRD
na,c,O
di,c,O
mo,p,B-NG
na,f,B-NG
maaalaala,o,I-NG
ang,f,I-NG
iyong,p,I-NG
pangako,o,I-NG,,
?,d,O,,


Marahil,o,O,,
nga,c,O,,
....,d,O,,
##,d,O,,


--,d,O,O,O
Leoning,n,O,O,O
+COMMA,d,O,O,O
saan,c,O,O,O
man,c,O,O,O
mahantong,o,B-PRD,O,O
ang,f,B-ANG,O,O
aba,o,I-ANG,O,O
kong,p,I-ANG,O,O
palad,o,I-ANG,O,O
ay,f,O,O,O
di,c,O,B-PRD,O
maaaring,o,O,I-PRD,O
mawalay,o,O,I-PRD,O
sa,f,O,B-SA,O
gunita,o,O,I-SA,O
ko,p,O,I-SA,O
t,f,O,O,O
alaala,o,O,O,B-PRD
ang,f,O,O,B-ANG
larawan,o,O,O,I-ANG
mo,p,O,O,I-ANG
.,d,O,O,O
##,d,O,O,O


--,d,O,,
Isinusumpa,o,B-PRD,,
mo,f,B-NG,,
kaya,c,O,,
ang,f,B-ANG,,
lahat,o,I-ANG,,
mong,p,I-ANG,,
mga,f,I-ANG,,
pangungusap,o,I-ANG,,
na,c,I-ANG,,
iyan,p,I-ANG,,
?,d,O,,
##,d,O,,


--,d,O
Leoning,n,O
+COMMA,d,O
sumpa,o,O
ko,p,O
.,d,O
##,d,O


--,d,O
Hanggang,c,O
....,d,O
##,d,O


--,d,O
Hanggang,c,O
hukay,o,O
Leoning,n,O
ko,p,O
!,d,O
##,d,O


--,d,O
¡...............!,d,O
##,d,O


--,d,O
Leoning,n,O
!,d,O
##,d,O


--,d,O
Eduardo,n,O
!,d,O
##,d,O


--,d,O
Habang,o,O
buhay,o,O
!!!,d,O
##,d,O


--,d,O
Hanggang,c,O
libingan,o,O
naman,c,O
!,d,O
##,d,O


--,d,O
Hindi,c,O
ka,p,B-NG
kaya,c,O
makalimot,o,B-PRD
?,d,O
##,d,O


--,d,O
Habang,o,O
tumitibok,o,B-PRD
ang,f,B-ANG
puso,o,I-ANG
ko,p,I-ANG
.,d,O
##,d,O


Saksi,o,B-PRD
nila,p,I-PRD
ang,f,B-ANG
mabituing,o,I-ANG
langit,o,I-ANG
.,d,O


Ang,f,B-ANG
liwanag,o,I-ANG
ng,f,I-ANG
buwan,o,I-ANG
ay,f,B-PRD
parang,c,I-PRD
nalulugod,o,I-PRD
na,f,I-PRD
bumabati,o,I-PRD
sa,f,B-SA
kanilang,p,I-SA
pagkamapalad,o,I-SA
.,d,O


Ang,f,B-ANG
simoy,o,I-ANG
ng,f,I-ANG
hangin,o,I-ANG
ay,f,B-PRD
parang,c,I-PRD
nagbabalita,o,I-PRD
sa,f,B-SA
madla,o,I-SA
ng,f,I-SA
pagkamapalad,o,I-SA
ng,f,I-SA
dalawang,c,I-SA,
puso,o,I-SA,
:,d,O,
ni,f,O,
Eduardo,n,O,
at,f,O,
ni,f,O,
Leoning,n,O,
.,d,O,


Ang,f,B-ANG,B-ANG
halimuyak,o,I-ANG,I-ANG
ng,f,I-ANG,I-ANG
mga,f,I-ANG,I-ANG
bulaklak,o,I-ANG,I-ANG
na,f,I-ANG,I-ANG
nasa,c,I-ANG,B-PRD-SUB
bakurang,o,I-ANG,B-NG
mahalaman,o,I-ANG,I-NG
ay,f,B-PRD,O
tila,o,I-PRD,O
naghahatid,o,I-PRD,O
ng,f,B-NG,O
samyo,o,I-NG,O
at,f,I-NG,O
kabanguhan,o,I-NG,O
sa,f,B-SA,O
kahilang,o,I-SA,O
paguulayaw,o,I-SA,O
.,d,O,O
##,d,O,O


Kay,f,O
papalad,o,O
!,d,O
##,d,O


Dalawang,c,O
pusong,o,O
nagkakaisa,o,O
ng,f,O
tibukin,o,O
.,d,O


Si,f,B-ANG
Eduardo,n,I-ANG
ay,f,B-PRD
naliligaya,o,I-PRD
sa,f,B-SA
piling,o,I-SA
ni,f,I-SA
Leoning,n,I-SA
.,d,O


Si,f,B-ANG
Leoning,o,I-ANG
ay,f,B-PRD
nalulugod,o,I-PRD
sa,f,B-SA
harap,o,I-SA
ni,f,I-SA
Eduardo,n,I-SA
.,d,O


Si,f,B-ANG
Leoning,n,I-ANG
ay,f,B-PRD
isang,c,I-PRD
mabangong,o,I-PRD
bulaklak,o,I-PRD
na,f,I-PRD
humahalimuyak,o,I-PRD
kung,c,I-PRD
nagbubukang,o,I-PRD
liwayway,o,I-PRD
.,d,O


Si,f,B-ANG
Eduardo,n,I-ANG
naman,c,O
ay,f,B-PRD
isang,c,I-PRD
paruparung,o,I-PRD
nagkapakpak,o,I-PRD
na,f,B-NG
uhaw,o,I-NG
sa,f,I-NG
katamisan,o,I-NG
ng,f,I-NG
nektar,o,I-NG,
at,f,O,
bango,o,B-PRD,
ng,f,B-NG,
pag-ibig,o,I-NG,
.,d,O,
##,d,O,


Ang,f,B-ANG,O
gabing,o,I-ANG,O
yaon,p,I-ANG,O
ay,f,B-PRD,O
parang,c,I-PRD,O
isang,c,I-PRD,O
langit,o,I-PRD,O
na,f,B-NG,O
mabituin,o,I-NG,O
at,f,O,O
puno,o,O,B-PRD
ng,f,O,B-NG
mga,f,O,I-NG
pangarap,o,O,I-NG
at,f,O,I-NG
pagasa,o,O,I-NG
kay,f,O,B-SA
Eduardo,n,O,I-SA
.,d,O,O


Kung,c,O,
pagkuruin,o,O,
niya,p,O
ay,f,O
tila,o,B-PRD
siya,p,B-ANG
na,f,O
lamang,c,O
ang,f,O
pinakamapalad,o,O
at,f,O
pinakamaligaya,o,O
sa,f,O
sangdaigdig,o,O
.,d,O


Laging,c,O
sariwa,o,B-PRD,
ang,f,B-ANG,
ngiti,o,I-ANG,
.,d,O,


Naging,c,B-PRD,O
masigla,o,I-PRD,O
siya,p,B-ANG,O
buhat,c,O,O
ng,f,O,O
mga,f,O,O
sandaling,o,O,O
bitiwan,o,O,B-PRD-SUB
ni,f,O,B-NG
Leoning,o,O,I-NG
ang,f,O,B-ANG
oong,o,O,I-ANG
kanyang,p,O,I-ANG
malaon,o,O,I-ANG
nang,f,O,O
ninanais,o,O,O
makamtan,o,O,O
.,d,O,O


Kay,f,O,
palad,o,O,
nga,c,O,
naman,c,O,
niya,p,O,
!,d,O,


Tinamo,o,B-PRD,O
rin,c,O,O
niya,p,B-NG,O
sa,f,B-SA,O
kabila,o,I-SA,O
ng,f,I-SA,O
pagod,o,I-SA,O
at,f,O,O
masasaklap,o,O,B-PRD
na,f,O,I-PRD
pagtitiis,o,O,I-PRD
ang,f,O,B-ANG
ligaya,o,O,I-ANG
ng,f,O,I-ANG
kanyang,p,O,I-ANG
puso,o,O,I-ANG
.,d,O,O
##,d,O,O


Samantala,c,O,
+COMMA,d,O,
si,f,B-ANG,
Leoning,n,I-ANG,
ay,f,B-PRD,
nalulugod,f,I-PRD,
din,o,O,
naman,c,O,
sa,f,B-SA,
kabilang,o,I-SA,
dako,o,I-SA,
.,d,O,


Pusong,o,B-ANG,O
umiibig,o,I-ANG,B-PRD
sa,f,I-ANG,B-SA
kapwa,o,I-ANG,I-SA
puso,o,I-ANG,I-SA
ay,f,B-PRD,O
pusong,o,I-PRD,O
naliligaya,o,I-PRD,O
.,d,O,O


Kay,f,O,
tamis,o,O,
dilidilihin,o,O,
!,d,O,


Isang,c,O,B-PRD
batisang,o,O,I-PRD
pinagmumulan,o,O,I-PRD
ng,f,O,I-PRD
mga,f,O,I-PRD
pangarap,o,O,I-PRD
at,f,O,I-PRD
kaaliwan,o,O,I-PRD
para,c,O,I-PRD
kay,f,O,I-PRD
Leoning,n,O,I-PRD
ang,f,O,B-ANG
kanyang,p,O,I-ANG
puso,o,O,I-ANG
sa,f,O,O
dahilang,c,O,O
siya,p,B-ANG,O
y,f,B-PRD,O
umiibig,o,I-PRD,O
.,d,O,O
##,d,O,O


Datapwa,c,O,O
t,f,O,O
sa,f,B-SA,O
pagkalugod,o,I-SA,O
ni,f,I-SA,O
Leoning,n,I-SA,O
ay,f,B-PRD,O
parang,c,I-PRD,O
nakatatanaw,o,I-PRD,B-PRD-SUB
siya,p,I-PRD,B-ANG
sa,f,O,B-SA
kabilang,o,O,I-SA
dako,o,O,I-SA
ng,f,O,I-SA
manipis,o,O,I-SA
na,f,O,I-SA
ulap,o,O,I-SA
:,d,O,O


nalulugod,o,B-PRD,O,O
siya,p,I-PRD,O,O
sa,f,B-SA,O,O
harap,o,I-SA,O,O
ni,f,I-SA,O,O
Eduardo,p,I-SA,O,O
+COMMA,d,O,O,O
nguni,c,O,O,O
t,f,O,O,O
iilang,o,O,B-PRD,O
sandali,o,O,I-PRD,O
na,c,O,O,O
lamang,c,O,O,O
ang,f,O,B-ANG,O
itatagal,o,O,I-ANG,B-PRD-SUB
ng,f,O,I-ANG,B-NG
kanilang,o,O,I-ANG,I-NG
paguulayaw,o,O,I-ANG,I-NG
at,f,O,I-ANG,I-NG
pagpapalitan,o,O,I-ANG,I-NG
ng,f,O,I-ANG,I-NG
ngiti,o,O,I-ANG,I-NG
at,f,O,I-ANG,I-NG
titig,o,O,I-ANG,I-NG
.,d,O,O,O


Matatapos,o,B-PRD,O,
na,c,O,O,
ang,f,B-ANG,O,
paguusap,o,I-ANG,O,
nang,f,O,O,
lihim,o,O,O
ng,f,B-NG,O
kanilang,p,I-NG,O
mga,f,I-NG,O
mata,o,I-NG,O
kung,c,O,O
sakali,o,O,O
t,f,O,O
nahihinto,o,O,B-PRD
ang,f,O,B-ANG
kanilang,p,O,I-ANG
paguusap,o,O,I-ANG
.,d,O,O


Kinabukasan,o,B-SA,
ay,f,B-PRD,,
hindi,c,I-PRD,,
na,c,I-PRD,,
mauulit,o,I-PRD,,
ang,f,B-ANG,,
ganito,o,I-ANG,,
.,d,O,,


Aalis,o,O,O,B-PRD
na,c,O,O,O
si,f,O,O,B-ANG
Eduardo,n,O,O,I-ANG
at,f,O,O,O
ang,f,B-ANG,O,O
pangyayaring,o,I-ANG,O,O
ito,p,I-ANG,O,O
ay,f,B-PRD,O,O
tila,o,I-PRD,O,O
isang,c,I-PRD,O,O
tinik,o,I-PRD,O,O
na,c,B-NG,O,O
susubyang,o,I-NG,B-PRD-SUB,O
sa,f,I-NG,B-SA,O
kanyang,p,I-NG,I-SA,O
puso,o,I-NG,I-SA,O
.,d,O,O,O


Magkakahiwalay,o,B-PRD,,
silang,p,B-ANG,,
maluwat,o,O,,
.,d,O


Kay,f,O
lungkot,o,O
na,c,O
mga,f,O
sandali,o,O
!,d,O
##,d,O


Kay,f,B-SA
Eduardo,n,I-SA
man,p,O
ay,f,B-PRD
gayon,o,I-PRD
din,c,O
.,d,O


Parang,c,O
subyang,o,O
na,c,O
dumuduro,o,B-PRD
sa,f,B-SA
kaibuturan,o,I-SA
ng,f,B-NG
kanyang,p,I-NG
puso,o,I-NG
ang,f,B-ANG
gayong,c,I-ANG
paghihiwalay,o,I-ANG
.,d,O


Ilang,p,O
saglit,o,O
na,c,O
lamang,c,O
at,f,O
sila,p,B-ANG
y,f,B-PRD
magpapaalaman,o,I-PRD
.,d,O
##,d,O


--,d,O
Leoning,n,O
+COMMA,d,O
huwag,c,O
sanang,c,O
magbabago,o,B-PRD
ang,f,B-ANG
iyong,p,I-ANG
damdamin,o,I-ANG
.,d,O
##,d,O


--,d,O
Eduardo,n,O
+COMMA,d,O
huwag,c,O
ka,p,B-NG
sanang,c,O
makalilimot,o,B-PRD
sa,f,B-SA
iyong,p,I-SA
sumpa,o,I-SA
.,d,O
##,d,O


--,d,O
Leoning,n,O
+COMMA,d,O
aalis,o,B-PRD
na,c,O
ako,p,B-ANG
.,d,O


Huwag,c,O
ka,p,B-ANG
sanang,c,O
magbabago,o,B-PRD
ng,f,B-NG
kalooban,o,I-NG
at,f,O
alalahanin,o,B-PRD
mo,p,B-NG
sana,c,O
akong,p,B-ANG
parati,o,O
.,d,O
##,d,O


--,d,O
Eduardo,n,O
+COMMA,d,O
ipinababaon,o,B-PRD
ko,p,B-NG
ang,f,B-ANG
aking,p,I-ANG
pagmamahal,o,I-ANG
sa,f,B-SA
iyo,p,I-SA
.,d,O


Alagaan,o,O,B-PRD
mo,p,O,B-NG
sanang,c,O,O
lagi,c,O,O
at,f,O,O
ako,p,B-ANG,O
ay,f,B-PRD,O
iyong,p,B-ANG,O
alalahanin,o,I-ANG,O
.,d,O,O
##,d,O,O


--,d,O,
Leoning,n,O,
+COMMA,d,O
Leoning,n,O
+COMMA,d,O
hanggang,o,O
hukay,o,O
.,d,O
##,d,O


At,f,O
isang,p,O
mariing,o,O
halik,o,O
at,f,O
mahigpit,o,O
na,c,O
yakap,o,B-PRD-SUB
ang,f,B-ANG
nailagda,o,I-ANG
ni,f,B-NG
Eduardo,n,I-NG
kay,f,B-SA
Leoning,n,I-SA
.,d,O


Salamat,o,O
na,c,O
lamang,c,O
at,f,O
walang,c,B-PRD
nakasaksi,o,I-PRD
sa,f,B-SA,,,
kanila,p,I-SA,,,
.,d,O,,,


Ang,f,B-ANG,O,B-ANG,O
dalawang,c,I-ANG,O,I-ANG,O
batang,o,I-ANG,O,I-ANG,O
kasama,o,I-ANG,O,B-PRD-SUB,O
ni,f,I-ANG,O,B-NG,O
Leoning,n,I-ANG,O,I-NG,O
at,f,O,O,O,O
saka,c,O,O,O,O
ang,f,O,O,O,O
matandang,o,O,O,O,O
kanyang,p,O,O,O,O
ali,o,O,O,O,O
+COMMA,d,O,O,O,O
ay,f,B-PRD,O,O,O
salamat,o,B-PRD,O,O,O
at,f,B-PRD,O,O,O
paraparang,c,B-PRD,O,O,O
nagsisipaghilik,o,B-PRD,O,O,O
ng,f,B-NG,O,O,O
mga,f,B-NG,O,O,O
sandaling,o,B-NG,O,O,O
yaon,p,B-NG,O,O,O
at,f,O,O,O,O
kung,f,O,O,O,O
hindi,c,O,O,O,O
sana,c,O,O,O,O
ay,f,O,B-PRD,O,O
di,c,O,I-PRD,O,B-PRD-SUB
nila,p,O,B-NG,O,B-NG
magagawa,o,O,I-PRD,O,I-PRD
ang,f,O,B-ANG,O,B-ANG
gayon,o,O,I-ANG,O,I-ANG
.,d,O,O,O,O
##,d,O,O,O,O


Habang,o,O,O,O,
naaabot,o,B-PRD,O,O,
ng,f,B-NG,O,O,
tanaw,o,I-NG,O,O,
ni,f,B-NG,O,O,
Leoning,n,I-NG,O,O,
+COMMA,d,O,O,O,
si,f,O,B-ANG,O
Eduardo,n,O,I-ANG,O
ay,f,O,B-PRD,O
di,c,O,I-PRD,O
nagbabago,o,O,I-PRD,O
ang,f,O,I-PRD,O
pagkakatitig,o,O,I-PRD,B-PRD-SUB
ng,f,O,I-PRD,B-NG
binibini,o,O,I-PRD,I-NG
.,d,O,O,O


Sa,f,B-SA,,
palagay,o,I-SA,,
ni,f,I-SA,,
Leoning,n,I-SA,,
ay,f,B-PRD
parang,c,I-PRD
isang,c,I-PRD
dapit-hapon,o,I-PRD
ang,f,B-ANG
gayon,p,I-ANG
.,d,O


Dinalaw,o,B-PRD
rin,c,O
siya,p,B-ANG
ng,f,B-NG
munting,o,I-NG
pagkalungkot,o,I-NG
.,d,O


Isang,c,B-PRD
tanaw,o,I-PRD
pa,c,I-PRD
ang,f,B-ANG
inihabol,o,I-ANG
ni,f,B-NG
Leoning,n,I-NG
+COMMA,d,O
nguni,c,O
t,f,O
+COMMA,d,O
oh,d,O
!,d,O


wala,o,O,,,
na,c,O,,,
....,d,O,,,
##,d,O,,,


Pagdating,o,B-PRD,O,O,O
ni,f,B-NG,O,O,O
Eduardo,n,I-NG,O,O,O
sa,f,B-SA,O,O,O
sariling,p,I-SA,O,O,O
tahanan,o,I-SA,O,O,O
ay,f,O,O,O,O
nagbihis,o,O,B-PRD-SUB,O,O
ng,f,O,B-NG,B-ANG,O
kanyang,p,O,I-NG,I-ANG,O
damit,o,O,I-NG,I-ANG,O
na,f,O,O,O,O
pangpahinga,o,O,O,B-PRD-SUB,O
at,f,O,O,I-PRD,O
bago,o,O,O,I-PRD,O
natulog,o,O,O,I-PRD,O
ay,f,O,O,O,O
idinalangin,o,O,O,O,B-PRD-SUB
at,f,O,O,O,I-PRD
sinabi,o,O,O,O,I-PRD
ang,f,O,O,O,B-ANG
ganito,o,O,O,O,I-ANG
:,d,O,O,O,O
##,d,O,O,O,O


--,d,O
Huwag,c,O
nawang,o,O
makalilimot,o,B-PRD
si,f,B-SA
Leoning,n,I-SA
sa,f,B-SA
aming,p,I-SA
sumpaan,o,I-SA
!,d,O
##,d,O


II,d,O
##,d,O


Dalawang,c,B-ANG,O
buwang,o,I-ANG,O
singkad,o,I-ANG,O
ang,f,B-PRD,O
lumipas,o,I-PRD,O
mula,c,O,O
nang,f,O,O
lisanin,o,O,B-PRD
ni,f,O,B-NG
Eduardo,n,O,I-NG
ang,f,O,B-ANG
sariling,p,O,I-ANG
bayan,o,O,I-ANG
.,d,O,O
##,d,O,O


Si,f,B-ANG,
Eduardo,n,I-ANG,
ay,f,B-PRD,
parating,o,I-PRD,
tumatanggap,o,I-PRD,
ng,f,B-NG,
mga,f,I-NG,
sulat,o,I-NG,
na,c,I-NG,
buhat,o,I-NG,
kay,f,I-NG,
Leoning,n,I-NG,
.,d,O,
##,d,O,


Si,f,B-ANG,
Eduardo,n,I-ANG,
ay,f,B-PRD,
palagay,o,B-PRD,
ang,f,B-ANG,
loob,o,I-ANG,
.,d,O,


Ang,f,B-ANG,O
kanyang,p,I-ANG,O
pagaaral,o,I-ANG,O
ay,f,B-PRD,O
lalong,c,I-PRD,O
sinisikap,o,I-PRD,O
upang,c,O,O
sa,f,O,B-SA
wakas,o,O,I-SA
ay,f,O,B-PRD
magtamo,o,O,I-PRD
ng,f,O,B-NG
tagumpay,o,O,I-NG
.,d,O,O
##,d,O,O


Lalo,c,O,
at,f,O,
lalong,c,O,
sumisigla,o,B-PRD
ang,f,B-ANG
kanyang,p,I-ANG
katawan,o,I-ANG
.,d,O


Lubos,o,B-PRD
na,c,O
nasisiyahan,o,O
.,d,O


Kay,f,O
palad,o,O
na,c,O
Eduardo,n,O,
nga,c,O,
naman,c,O,
!,d,O,


Lagi,c,O,O
nang,f,O,O
sa,f,B-SA,O
mga,f,I-SA,O
huling,o,I-SA,O
titik,o,I-SA,O
ng,f,I-SA,O
mga,f,I-SA,O
liham,o,I-SA,O
na,c,I-SA,O
kanyang,p,I-SA,O
tinatanggap,o,I-SA,O
ay,f,B-PRD,O
di,c,I-PRD,O
nawawala,o,I-PRD,O
ang,f,B-ANG,O
matatamis,o,I-ANG,O
na,c,I-ANG,O
alaala,o,I-ANG,O
ni,f,B-NG,O
Leoning,n,I-NG,O
+COMMA,d,O,O
na,c,O,O
+COMMA,d,O,O
siyang,p,O,O
lubos,o,O,O
niyang,p,O,B-NG
nagiging,o,O,B-PRD-SUB
kaluwalhatian,o,O,I-PRD
.,d,O,O
##,d,O,O


--,d,O,O
Tanggapin,o,B-PRD,O
mo,p,B-NG,O
ang,f,B-ANG,O
matatamis,o,I-ANG,O
na,c,B-NG,O
alaala,o,I-NG,O
at,f,O,O
walang,c,B-PRD,O
kupas,o,I-PRD,O
na,c,B-NG,O
pagmamahal,o,I-NG,B-PRD
ng,f,I-NG,B-NG
iyong,p,I-NG,I-NG
Leoning,n,I-NG,I-NG
na,c,I-NG,B-NG
sumisinta,o,I-NG,I-NG
hanggang,c,I-NG,I-NG
hukay,o,I-NG,I-NG
.,d,O,O
##,d,O,O


Ganyang,c,B-PRD,O
mga,f,I-PRD,O
pangungusap,o,I-PRD,O
ang,f,B-ANG,O
lagi,c,I-ANG,O
nang,f,I-ANG,O
tinatanggap,o,I-ANG,O
at,f,I-ANG,O
nababasa,o,I-ANG,O
ni,f,B-NG,O
Eduardo,n,I-NG,O
kung,c,O,O
sumusulat,o,O,B-PRD
sa,f,O,B-SA
kanya,p,O,I-SA
si,f,O,B-ANG
Leoning,n,O,I-ANG
.,d,O,O
##,d,O,O


Kay,f,O,
tamis,o,O,
nga,c,O,
namang,c,O,
magaalaala,o,B-PRD,
ni,f,B-NG,
Leoning,n,I-NG,
!,d,O,
##,d,O,


Kaya,c,O,
t,f,O,
gayon,c,B-PRD,
na,c,O,
lamang,c,O,
ang,f,B-ANG,
kasiyahang,o,I-ANG,
loob,o,I-ANG,
ng,f,I-ANG,
binata,o,I-ANG,
.,d,O,


Iyan,p,B-ANG,O
ang,f,B-PRD,O
tangi,o,I-PRD,O
niyang,p,I-PRD,O
nagiging,o,O,B-PRD-SUB
kaligayahan,o,O,I-PRD
sa,f,O,B-SA
lahat,o,O,I-SA
ng,f,O,I-SA
sandali,o,O,I-SA
ng,f,O,I-SA
pagiisa,o,O,I-SA
.,d,O,O
##,d,O,O


Ang,f,O,O
bawa,c,O,O
t,f,O,O
pangungusap,o,B-PRD,O
ni,f,B-NG,B-ANG
Leoning,n,I-NG,I-ANG
ay,f,I-NG,B-PRD-SUB
di,c,I-NG,I-PRD-SUB
pinangangawitang,o,I-NG,I-PRD-SUB
basahin,o,I-NG,I-PRD-SUB
.,d,O,O


Minsan,o,O,
...,d,O,
makalawa,o,O,
...,d,O,
makaitlo,o,O,
...,d,O,


Kung,c,O,O
tinititigan,o,B-PRD,O
niya,p,B-NG,O
ang,f,B-ANG,O
sulat,o,I-ANG,O
mula,c,O,O
sa,f,B-SA,O
binibini,o,I-SA,O
ay,f,O,O
waring,o,O,O
siya,p,O,B-ANG
y,f,O,B-PRD
nakikipagusap,o,O,I-PRD
.,d,O,O


Anong,p,B-ANG,
tamis,o,I-ANG,
nga,c,O,
namang,c,O,
magmahal,o,B-PRD,
ni,f,B-NG,
Leoning,n,I-NG,
!,d,O,
##,d,O,


Si,f,B-ANG,O
Leoning,n,I-ANG,O
ay,f,B-PRD,O
isang,c,I-PRD,O
binibining,o,I-PRD,O
katutubo,o,I-PRD,B-PRD
ang,f,I-PRD,B-ANG
kayumian,o,B-PRD,I-ANG
.,d,O,O


Ang,f,B-ANG,O
kanyang,p,I-ANG,O
puso,o,I-ANG,O
ay,f,B-PRD,O
minsan,o,I-PRD,O
lamang,c,I-PRD,O
kung,c,I-PRD,O
sumumpa,o,I-PRD,B-PRD-SUB
sa,f,I-PRD,B-SA
kanyang,p,I-PRD,I-SA
iniirog,o,I-PRD,I-SA
+COMMA,d,O,O
bukod,o,O,O
sa,f,O,O
maganda,o,O,O
at,f,O,O
mabait,o,O,O
.,d,O,O
##,d,O,O


Nguni,c,O,O
t,f,O,O
sa,f,B-SA,O
pagiisa,o,I-SA,O
ni,f,B-ANG,O
Eduardo,n,I-ANG,O
ay,f,B-PRD-SUB,O
kanyang,p,I-PRD-SUB,O
naiisip,o,I-PRD-SUB,O
na,f,I-PRD-SUB,O
matagal,o,I-PRD-SUB,O
pang,c,O,O
panahon,o,O,O
bago,o,O,O
niya,p,O,B-NG
masisilayan,o,O,B-PRD-SUB
ang,f,O,B-ANG
mukha,o,O,I-ANG
ni,f,O,I-ANG
Leoning,n,O,I-ANG
.,d,O,O
##,d,O,O


Iyan,p,B-PRD,
ang,f,B-ANG,
mapait,o,I-ANG,
dilidilihin,o,I-ANG,
para,c,B-SA,
sa,f,I-SA,
kanya,p,I-SA,
.,d,O,


Kailan,c,O,
pa,c,O,
niya,p,B-NG,
makikita,o,B-PRD
ang,f,B-ANG
mukha,o,I-ANG
ng,f,B-NG
kanyang,p,I-NG
kasintahan,o,I-NG
?,d,O


Kailan,c,O
pa,c,O
?,d,O
##,d,O


Kailan,d,O
pa,c,O
kaya,c,O
niya,p,B-NG
makikita,o,B-PRD
ang,f,B-ANG
kanyang,p,I-ANG
ilaw,o,I-ANG
at,f,I-ANG
buhay,o,I-ANG
?,d,O


Kailan,c,O
niya,p,B-NG
makikita,o,B-PRD
ang,f,B-ANG
titig,o,I-ANG
na,c,I-ANG
mapangakit,o,I-ANG
ng,f,I-ANG
kanyang,p,I-ANG
Leoning,n,I-ANG
?,d,O
##,d,O


Kay,f,B-SA
pait,o,I-SA
nga,c,O
naman,c,O
ng,f,B-NG
ganito,o,I-NG
!,d,O,,
##,d,O,,


--,d,O,,
Ano,p,B-PRD,,
kaya,c,O,,
ngayon,c,O,,
si,f,B-ANG,,
Leoning,n,I-ANG,,
?,d,O,,


Naaalaala,o,B-PRD,O,O
rin,c,O,O,O
kaya,c,O,O,O
niya,p,B-NG,O,O
ako,p,B-ANG,O,O
paris,o,O,O,O
ng,f,O,O,O
ginagawa,o,O,B-PRD,O
kong,p,O,B-ANG,O
pagaalaala,o,O,O,B-PRD
sa,f,O,O,B-SA
kanya,p,O,O,I-SA
?,d,O,O,O
##,d,O,O,O


Ang,f,B-ANG,,
madalas,o,I-ANG,,
nasa,c,I-ANG,,
pagiisa,o,I-ANG
y,f,B-PRD
naitatanong,o,I-PRD
ni,f,B-NG
Eduardo,n,B-NG
sa,f,B-SA
sarili,o,B-SA
.,d,O
##,d,O


Oh,c,O
!,d,O


ang,f,B-ANG
puso,o,I-ANG,
nga,c,O,
namang,c,O,
nalalayo,o,B-PRD,
sa,f,B-SA,
sinisinta,o,I-SA,
!,d,O,
##,d,O,


Para,f,O,O
kay,f,B-SA,O
Eduardo,n,I-SA,O
ay,f,O,O
lalo,c,O,O
t,f,O,O
lalong,c,O,O
nananariwa,o,B-PRD,O
ang,f,B-ANG,O
pagkasabik,o,I-ANG,O
na,f,O,O
kanyang,p,O,B-NG
makita,o,O,B-PRD-SUB
si,f,O,B-ANG
Leoning,n,O,I-ANG
.,d,O,O


Kaya,c,O,
t,f,O,
madalas,o,O,
niyang,p,O,
masabi,o,O
sa,f,O
sarili,p,O
:,d,O
##,d,O


--,d,O
Huwag,c,B-PRD
nawang,c,I-PRD
maglalaho,o,I-PRD
ang,f,B-ANG
kanyang,p,I-ANG
sumpa,o,I-ANG
!,d,O
##,d,O


Nalulungkot,o,B-PRD,O,O
siya,p,B-ANG,O,O
sapagka,c,O,O,O
t,f,O,O,O
ang,f,O,B-ANG,O
kanyang,p,O,I-ANG,O
kasintahan,o,O,I-ANG,O
ay,f,O,B-PRD,O
nasa,o,O,I-PRD,O
malayong,o,O,I-PRD,O
hindi,c,O,O,B-PRD
maabot,o,O,O,I-PRD
ng,f,O,O,B-NG
kanyang,p,O,O,I-NG
tanaw,o,O,O,I-NG
.,d,O,O,O


Ang,f,B-ANG,,
